Name,DOB,Email,phone_number,Country,location,Address,Education,Gender,Zip_Code,skillsofusers,File_path
Roberto Michael,24-05-1969,roberto.michael@bilearner.com,512.998.5896,United States,"Tampa, Florida",130 Ashley Station,Masters,Female,13249,"['communication', 'HTML', 'JAVA', 'Excel', 'risk management']",archive (5)/data/data/BANKING/28419927.pdf
Elaine Ewing,28-03-1951,elaine.ewing@bilearner.com,001-450-615-3892x31195,United States,"Jacksonville, Florida",1404 Maria Freeway,Masters,Male,17123,"['time management', 'communication', 'monitoring', 'chef', 'leadership', 'training']",archive (5)/data/data/CHEF/12717345.pdf
Caiden Munoz,01-03-1963,caiden.munoz@bilearner.com,874-411-5206x12792,United States,"Memphis, Tennessee",99820 Christina Skyway,Bachelors,Female,18983,"['communication', 'time management', 'excel', 'public relations', 'marketing', 'project management', 'attention to detail', 'delegation', 'training', 'sales', 'productivity improvement']",archive (5)/data/data/FINANCE/21912637.pdf
Jocelyn Bradford,16-04-1949,jocelyn.bradford@bilearner.com,001-527-907-9332x4819,United States,"Rochester, New York",7956 Jennifer Estates Suite 712,Bachelors,Female,51795,"['critical thinking', 'time management', 'excel', 'budgeting', 'empathy', 'problem solving', 'interpersonal skills', 'bi', 'conflict resolution', 'training', 'sales', 'customer service']",archive (5)/data/data/DESIGNER/29865476.pdf
Marques Armstrong,12-10-1983,marques.armstrong@bilearner.com,001-290-796-4438x113,United States,"Oakland, California",45106 Lopez Walk,Bachelors,Female,34369,"['leadership', 'marketing', 'event management', 'strategic planning', 'business development', 'training', 'sales', 'sales management', 'internet of things']",archive (5)/data/data/BUSINESS-DEVELOPMENT/11551946.pdf
Rohan Chapman,19-12-1978,rohan.chapman@bilearner.com,508.980.7784,United States,"Louisville, Kentucky",970 Greg Corners,Bachelors,Female,23092,"['Blockchain', 'monitoring']",archive (5)/data/data/DIGITAL-MEDIA/14036515.pdf
Emmanuel Franklin,11-11-1999,emmanuel.franklin@bilearner.com,453.279.1504x8293,United States,"San Bernardino, California",58649 Antonio Groves,Masters,Male,6074,"['excel', 'monitoring', 'html', 'marketing', 'mfa', 'training', 'editing']",archive (5)/data/data/ARTS/99561379.pdf
Clayton Mccormick,29-01-1967,clayton.mccormick@bilearner.com,(865)741-8554x767,United States,"Raleigh, North Carolina",995 Daniel Lake,Masters,Male,72264,"['time management', 'communication', 'excel', 'client management', 'public relations', 'budgeting', 'marketing', 'project management', 'security', 'sales']",archive (5)/data/data/PUBLIC-RELATIONS/22560013.pdf
Darius Krause,30-05-1948,darius.krause@bilearner.com,(472)895-7074,United States,"Tulsa, Oklahoma",6948 Timothy Manors,Bachelors,Male,28282,"['excel', 'risk management', 'attention to detail', 'security', 'sales']",archive (5)/data/data/BANKING/3547447.pdf
Ahmed Hawkins,15-10-1974,ahmed.hawkins@bilearner.com,+1-260-475-7874x4887,United States,"Huntington Beach, California",81160 Carrie Plaza Suite 570,Bachelors,Male,46645,"['time management', 'monitoring', 'change management', 'leadership', 'influencing', 'research', 'negotiation', 'marketing', 'project management', 'interpersonal skills', 'collaboration', 'problem solving']",archive (5)/data/data/BANKING/68781345.pdf
Kymani Benjamin,13-12-1991,kymani.benjamin@bilearner.com,+1-959-282-5593x61814,United States,"Amarillo, Texas",29152 Riley Branch,Masters,Male,10790,"['Training', 'Python', 'communication', 'Java', 'API', 'HTML', 'Software Development Life Cycle', 'SDLC', 'GIT', 'agile', 'agile methodology', 'training', 'CSS']",archive (5)/data/data/FITNESS/17431847.pdf
Callum Mcdaniel,18-06-1994,callum.mcdaniel@bilearner.com,001-454-997-8699x44719,United States,"Buffalo, New York",0338 Lewis Land,Bachelors,Male,67282,"['communication', 'change management', 'leadership', 'research', 'project management', 'program development']",archive (5)/data/data/HEALTHCARE/17624934.pdf
Zariah Black,16-06-1993,zariah.black@bilearner.com,(445)452-2003x786,United States,"Boston, Massachusetts",702 Barnes Square,Masters,Female,62321,['Matlab'],archive (5)/data/data/HR/23510685.pdf
Ronnie Mayer,18-05-1943,ronnie.mayer@bilearner.com,(391)216-5963x2801,United States,"Wichita, Kansas",7345 Larson Road Suite 100,Bachelors,Male,18409,"['communication', 'leadership', 'nas', 'network attached storage', 'training']",archive (5)/data/data/INFORMATION-TECHNOLOGY/20408458.pdf
Marlon Ford,27-11-1966,marlon.ford@bilearner.com,(537)859-9156,United States,"Houston, Texas",3974 Tristan Mall Suite 007,Bachelors,Female,40306,"['communication', 'excel', 'base', 'interpersonal skills', 'active listening', 'sales', 'organizational skills', 'customer service', 'team building']",archive (5)/data/data/ACCOUNTANT/25547145.pdf
Slade Griffith,12-11-1966,slade.griffith@bilearner.com,593.815.6318,United States,"Cincinnati, Ohio",545 Jennifer Expressway,Bachelors,Male,65183,"['gpa', 'salesforce', 'team leadership', 'marketing strategy', 'go', 'networking', 'leadership', 'google analytics', 'problem solving', 'research', 'marketing', 'project management', 'strategic planning', 'market research', 'editing', 'sales']",archive (5)/data/data/DIGITAL-MEDIA/16536141.pdf
Lee Frye,16-08-1959,lee.frye@bilearner.com,978-980-9257x5449,United States,"Milwaukee, Wisconsin",386 Hoover Lodge Apt. 226,Bachelors,Female,97002,"['communication', 'critical thinking', 'excel', 'problem solving', 'interpersonal skills', 'negotiation', 'relationship building', 'regulatory compliance', 'cultural awareness', 'conflict resolution', 'training', 'gpa', 'team building']",archive (5)/data/data/ADVOCATE/19926135.pdf
Veronica Rowe,02-02-1994,veronica.rowe@bilearner.com,(376)405-5614x6633,United States,"Los Angeles, California",43124 Duncan Park,Masters,Female,29811,"['mentoring', 'monitoring', 'research', 'coaching', 'project management']",archive (5)/data/data/AGRICULTURE/27888251.pdf
Aylin Berg,02-01-1989,aylin.berg@bilearner.com,001-910-202-2502x407,United States,"Richmond, Virginia",6183 Robert Circles,Masters,Female,89169,"['training', 'sales', 'chef']",archive (5)/data/data/CHEF/16594812.pdf
Neveah Rowe,11-07-1954,neveah.rowe@bilearner.com,(459)350-0746x41739,United States,"Houston, Texas",469 Terry Road Apt. 529,Bachelors,Male,63882,"['critical thinking', 'leadership', 'research', 'r', 'organizational skills']",archive (5)/data/data/TEACHER/29797594.pdf
Keith Baxter,29-08-1959,keith.baxter@bilearner.com,714.491.1762,United States,"Wichita, Kansas",13249 Jeremy Haven Suite 386,Masters,Male,62328,"['customer relations', 'process improvement', 'excel', 'microsoft excel', 'bi']",archive (5)/data/data/FINANCE/31948488.pdf
Chaz Bruce,27-11-1983,chaz.bruce@bilearner.com,(489)494-9663x784,United States,"Detroit, Michigan",72765 Seth Mountains Apt. 593,Bachelors,Male,74448,"['automation', 'cad', 'budgeting', 'monitoring', 'training', 'java', 'gpa', 'matlab', 'api']",archive (5)/data/data/ENGINEERING/23234047.pdf
Maya Mccann,09-06-1983,maya.mccann@bilearner.com,(437)373-3057,United States,"San Bernardino, California",000 Cole Knoll,Bachelors,Male,18721,"['sales', 'Sales']",archive (5)/data/data/TEACHER/22408666.pdf
Aaron Weber,27-10-1991,aaron.weber@bilearner.com,+1-246-455-8002x10946,United States,"Moreno Valley, California",03546 Crystal Place,Bachelors,Male,78938,"['salesforce', 'excel', 'monitoring', 'jira', 'marketing', 'saas', 'collaboration', 'hipaa', 'training', 'sales', 'sql']",archive (5)/data/data/BANKING/35483925.pdf
Ellie Gill,01-03-1948,ellie.gill@bilearner.com,810-218-9972x115,United States,"Tempe, Arizona",7141 Beth Parkways,Bachelors,Male,45456,"['sales', 'customer service']",archive (5)/data/data/FITNESS/96761538.pdf
Rayne Kerr,18-02-1981,rayne.kerr@bilearner.com,(282)804-8396x05597,United States,"Stockton, California",7865 Wise Roads Apt. 365,Masters,Female,45509,"['communication', 'cad', 'excel', 'base', 'coaching', 'training', 'sales']",archive (5)/data/data/APPAREL/24516163.pdf
Samara Mcbride,16-09-2000,samara.mcbride@bilearner.com,268.803.8554x1261,United States,"Tampa, Florida",335 Zimmerman Drive Apt. 900,Masters,Male,13902,"['mentoring', 'excel', 'team leadership', 'go', 'leadership', 'coaching', 'training', 'sales', 'customer service']",archive (5)/data/data/APPAREL/23190306.pdf
Ryann Rubio,28-01-1943,ryann.rubio@bilearner.com,+1-867-435-6144x7562,United States,"San Francisco, California",745 Anderson Meadows,Masters,Female,9733,"['communication', 'Communication', 'Leadership', 'leadership', 'public speaking', 'conflict resolution', 'Time management']",archive (5)/data/data/ENGINEERING/43752620.pdf
Paris Carr,14-07-1980,paris.carr@bilearner.com,626-677-4504,United States,"Baton Rouge, Louisiana",9043 Johnny Rapids,Masters,Male,35786,"['process improvement', 'excel', 'agile', 'sdlc', 'speech recognition', 'data analysis', 'gpa', 'process optimization', 'automation', 'ip', 'market research', 'marketing', 'business development', 'security', 'sql', 'product management', 'communication', 'project management', 'paas', 'go', 'google analytics', 'base', 'research', 'scrum']",archive (5)/data/data/CONSULTANT/88907739.pdf
Adriel Wiggins,25-03-1947,adriel.wiggins@bilearner.com,001-568-752-2533x304,United States,"Santa Ana, California",2447 Randall Pines Apt. 681,Masters,Female,1919,"['negotiation skills', 'team leadership', 'monitoring', 'leadership', 'problem solving', 'negotiation', 'marketing', 'project management', 'event management', 'business development', 'security', 'sales', 'customer service', 'team building']",archive (5)/data/data/SALES/17781039.pdf
Sanaa Glass,25-01-1964,sanaa.glass@bilearner.com,357-222-3836x204,United States,"Durham, North Carolina",203 Johnson Plaza Suite 049,Bachelors,Female,40135,"['communication', 'organizational development', 'mentoring', 'excel', 'gpa', 'mentorship', 'leadership', 'problem solving', 'marketing', 'project management', 'program development', 'regulatory compliance', 'presentation skills', 'training', 'sales', 'customer service', 'team building']",archive (5)/data/data/HEALTHCARE/60624892.pdf
Ryan Lynch,17-03-1955,ryan.lynch@bilearner.com,385-942-9704x939,United States,"Baltimore, Maryland",6713 Olivia Fork,Masters,Female,72975,"['marketing strategy', 'public relations', 'project coordination', 'marketing', 'editing', 'san', 'sales', 'event planning', 'storage area network']",archive (5)/data/data/DESIGNER/54201930.pdf
Charlie Atkinson,26-03-1988,charlie.atkinson@bilearner.com,211.341.8143,United States,"Norfolk, Virginia",2313 Thomas Shoal Apt. 427,Masters,Male,57754,"['communication', 'excel', 'html', 'css', 'base', 'marketing', 'sales', 'gpa', 'kpi', 'customer service']",archive (5)/data/data/APPAREL/50324968.pdf
Emery Roach,04-07-1954,emery.roach@bilearner.com,+1-932-268-4405x820,United States,"North Las Vegas, Nevada",5934 Yates Throughway,Bachelors,Male,81142,"['excel', 'teamwork', 'leadership', 'research', 'problem solving', 'marketing', 'business development', 'sales']",archive (5)/data/data/BUSINESS-DEVELOPMENT/18757174.pdf
Harper Ramos,11-08-1942,harper.ramos@bilearner.com,442-691-5355x423,United States,"Houston, Texas",42701 Phillip Tunnel,Bachelors,Male,28714,"['analytical skills', 'research', 'excel', 'monitoring']",archive (5)/data/data/AGRICULTURE/29968330.pdf
Khalil Mendez,07-05-1949,khalil.mendez@bilearner.com,474-965-7265x53904,United States,"Rochester, New York",2409 Sara Loop,Bachelors,Male,50379,"['communication', 'excel', 'budgeting', 'networking', 'leadership', 'interpersonal skills', 'marketing', 'microsoft excel', 'cultural awareness', 'conflict resolution', 'training', 'sales', 'event planning', 'customer service']",archive (5)/data/data/HEALTHCARE/58879993.pdf
Lizeth Holland,14-10-1958,lizeth.holland@bilearner.com,280-632-2041x556,United States,"Yonkers, New York",7431 Nichole Bypass,Bachelors,Male,78385,"['MVC', 'HTML', 'JavaScript', 'Adaptability', 'SQL', 'training', 'CSS']",archive (5)/data/data/DESIGNER/14724186.pdf
Matilda Randall,11-01-1988,matilda.randall@bilearner.com,(607)293-0455,United States,"Boston, Massachusetts",5102 Drew Street Apt. 317,Masters,Female,48104,"['communication', 'mentoring', 'networking', 'leadership', 'coaching', 'training', 'customer service', 'team building']",archive (5)/data/data/CONSULTANT/38399177.pdf
Damien Howe,16-06-1961,damien.howe@bilearner.com,(271)702-1953x432,United States,"St. Petersburg, Florida",6181 Hall Land,Masters,Male,86009,"['communication', 'time management', 'excel', 'client relations', 'sales', 'customer service']",archive (5)/data/data/SALES/42304307.pdf
Nicholas Obrien,06-06-1960,nicholas.obrien@bilearner.com,(505)893-8146x83379,United States,"Atlanta, Georgia",23843 Steven Spring,Bachelors,Male,68837,"['communication', 'excel', 'teamwork', 'base', 'training', 'customer service']",archive (5)/data/data/ADVOCATE/15727656.pdf
Mildred Gentry,04-06-1959,mildred.gentry@bilearner.com,001-640-509-1416,United States,"Boston, Massachusetts",156 Brian Meadow,Masters,Female,2145,"['Communication', 'critical thinking', 'SDLC', 'SELENIUM', 'Integration Testing', 'Automation', 'interpersonal skills', 'IDE', 'regression', 'JENKINS', 'TRAINING']",archive (5)/data/data/INFORMATION-TECHNOLOGY/39413067.pdf
Wilson K Adinolfi,18-11-1991,wilson k.adinolfi@bilearner.com,(932)259-0662x2752,United States,"Fremont, California",9587 Catherine Center Apt. 846,Masters,Male,1960,"['excel', 'monitoring', 'research', 'facilitation', 'sales', 'organizational skills', 'customer service']",archive (5)/data/data/HR/10399912.pdf
Joanne Handschiegl,18-02-1954,joanne.handschiegl@bilearner.com,624-598-9883x1554,United States,"Columbus, Ohio",95980 Barnett Forest Apt. 889,Masters,Female,2127,"['Python', 'SA', 'Network security', 'VPN', 'Change management', 'Networking', 'Event Management', 'Security', 'load balancer', 'SIEM', 'IP', 'security', 'Incident Management']",archive (5)/data/data/ADVOCATE/38059130.pdf
Dianna Blount,31-01-1959,dianna.blount@bilearner.com,(469)829-0041,United States,"Orlando, Florida",79315 Michael Village Suite 510,Masters,Female,2171,"['communication', 'process improvement', 'excel', 'leadership', 'process documentation', 'employee relations', 'project management', 'strategic planning', 'data analysis', 'gpa']",archive (5)/data/data/FINANCE/39675895.pdf
Jean Crimmings,09-04-1954,jean.crimmings@bilearner.com,001-575-701-6499x81571,United States,"Sacramento, California",94071 Miller Gardens Suite 833,Masters,Female,1821,"['communication', 'excel', 'monitoring', 'change management', 'risk management', 'employee relations', 'training', 'sales', 'customer service']",archive (5)/data/data/HR/93002334.pdf
Nore Sadki,15-10-1946,nore.sadki@bilearner.com,+1-320-690-9098x5371,United States,"San Bernardino, California",997 Jones Inlet,Masters,Male,2148,"['Training', 'communication', 'training']",archive (5)/data/data/BANKING/14391434.pdf
Susan Lundy,07-11-1994,susan.lundy@bilearner.com,225.873.5334,United States,"Washington, D.C.",93295 Madison Fords,Bachelors,Female,2122,"['Scripting', 'Spark', 'Java', 'Linux', 'algorithm optimization', 'Shell Scripting', 'HADOOP', 'IDE', 'Git', 'Hadoop', 'java', 'Hbase']",archive (5)/data/data/SALES/58428843.pdf
Kramer Keatts,10-05-1968,kramer.keatts@bilearner.com,001-937-828-4720,United States,"Norfolk, Virginia",23206 Daniels Unions Apt. 795,Bachelors,Male,1887,"['excel', 'research', 'interpersonal skills', 'microsoft excel', 'collaboration', 'sales', 'customer service']",archive (5)/data/data/FINANCE/20705888.pdf
Maliki Moumanil,05-10-1963,maliki.moumanil@bilearner.com,(881)870-7298,United States,"Denver, Colorado",409 Angela Club Apt. 387,Masters,Male,1460,"['communication', 'security', 'process improvement', 'disaster recovery planning', 'budgeting', 'monitoring', 'excel', 'leadership', 'problem solving', 'project management', 'strategic planning', 'san', 'training', 'performance metrics', 'sql']",archive (5)/data/data/INFORMATION-TECHNOLOGY/10247517.pdf
Nader Barton,02-09-1966,nader.barton@bilearner.com,+1-945-974-5765x580,United States,"Arlington, Texas",31486 Vega Junctions Apt. 739,Bachelors,Male,2747,"['communication', 'customer relations', 'gpa', 'time management', 'team leadership', 'public relations', 'leadership', 'research', 'negotiation', 'project management', 'strategic planning', 'resource management', 'acid', 'training', 'conflict resolution', 'security', 'sales', 'customer service']",archive (5)/data/data/AGRICULTURE/28247753.pdf
